ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty
71,4-602.11,¿Con qué frecuencia deben limpiarse y sanitizarse las superficies de contacto con alimentos cuando están en uso continuo?,Cada 4 horas,Cada 2 horas,Una vez por turno,Una vez al día al cierre,1,Cleaning & Sanitizing,Food-Contact Surfaces,Las superficies de contacto con alimentos en uso continuo deben limpiarse y sanitizarse al menos cada 4 horas para evitar la acumulación de bacterias que podrían contaminar los alimentos.,0,2
72,4-602.11,¿Con qué frecuencia deben limpiarse las superficies que no contactan alimentos?,Solo cuando estén visiblemente sucias,En un horario regular para evitar acumulación de grasa y atracción de plagas,Una vez al día al cierre,Cada 4 horas,2,Cleaning & Sanitizing,Non-Food Surfaces,"Las superficies que no contactan alimentos deben limpiarse regularmente según un horario para evitar acumulación de grasa, atracción de plagas y posible contaminación indirecta de alimentos.",0,2
73,4-602.11,¿Con qué frecuencia deben limpiarse y sanitizarse las máquinas de hielo?,Solo cuando haya moho o limo visible,Solo durante las inspecciones del departamento de salud,En un horario regular según las especificaciones del fabricante,Una vez al año durante la temporada baja,3,Cleaning & Sanitizing,Equipment,Las máquinas de hielo deben limpiarse en un horario regular según las instrucciones del fabricante porque el moho y las bacterias pueden acumularse en el interior húmedo.,0,2
74,4-501.114,¿Cuál es el rango de concentración correcto para el sanitizante de cloro?,50 a 99 ppm,200 a 300 ppm,10 a 20 ppm,150 a 200 ppm,1,Cleaning & Sanitizing,Sanitizer,El sanitizante de cloro debe estar entre 50 y 99 ppm para ser efectivo. Demasiado bajo y no sanitizará. Demasiado alto y se convierte en un peligro químico.,0,3
75,4-501.114,¿Cuál es la concentración correcta para el sanitizante de amonio cuaternario?,Siempre 200 ppm,Siempre 50 ppm,Siempre 500 ppm,Según las especificaciones del fabricante,4,Cleaning & Sanitizing,Sanitizer,"La concentración de amonio cuaternario varía según el producto, por lo que siempre deben seguirse las instrucciones del fabricante para garantizar efectividad y seguridad adecuadas.",0,3
76,4-501.114,¿Qué debe hacer si las tiras reactivas de sanitizante muestran que la solución está por debajo de la concentración requerida?,Ajustar la concentración o reemplazar la solución completamente,Agregar más agua para diluir y reestabilizar la solución,Cambiar a agua simple hasta que haya nuevo sanitizante disponible,Usar la solución tal como está ya que aún tiene algo de efectividad,1,Cleaning & Sanitizing,Sanitizer,La concentración baja significa que el sanitizante no eliminará eficazmente los patógenos. La solución debe ajustarse al nivel correcto o reemplazarse completamente.,0,2
77,4-501.114,¿Qué debe hacer si la concentración del sanitizante es demasiado alta?,Cambiar a agua simple para sanitizar,Diluirlo a la concentración correcta antes de usar,Agregar más sanitizante para estabilizar la concentración,Usarlo tal como está ya que un sanitizante más fuerte es más seguro,2,Cleaning & Sanitizing,Sanitizer,El sanitizante con concentración demasiado alta puede dejar residuos químicos dañinos en las superficies de contacto con alimentos. Debe diluirse al nivel correcto antes de usar.,0,2
78,4-703.11,¿Cuál es el paso final en el proceso del fregadero de tres compartimentos?,Enjuagar con agua caliente para eliminar los residuos de sanitizante,Secar los artículos con una toalla limpia de un solo uso,Permitir que los artículos se sequen al aire completamente,Limpiar con un paño fresco de sanitizante,3,Cleaning & Sanitizing,Warewashing,"Después de sanitizar, los artículos deben secarse al aire completamente. Secar a mano con toallas puede recontaminar las superficies y anula el paso de sanitización.",0,2
79,4-703.11,¿Qué debe hacerse después de lavar y enjuagar el equipo en un fregadero de tres compartimentos?,Almacenarlo de inmediato en un lugar limpio y seco,Sanitizarlo y luego permitir que se seque al aire,Secarlo a mano con una toalla limpia de un solo uso,Calentarlo a 165°F para asegurar que los patógenos sean destruidos,2,Cleaning & Sanitizing,Warewashing,"Después de lavar y enjuagar, el equipo debe sanitizarse para eliminar los patógenos restantes y luego dejarse secar al aire completamente antes de almacenarlo o usarlo.",0,2
80,4-703.11,¿Qué se requiere después de sanitizar el equipo de contacto con alimentos?,Permitir que se seque al aire completamente,Calentarlo para asegurar que todos los patógenos sean eliminados,Almacenarlo de inmediato en un gabinete cerrado,Secarlo a mano con una toalla limpia,1,Cleaning & Sanitizing,Equipment,El equipo debe secarse al aire después de sanitizar. Limpiar con una toalla puede reintroducir bacterias en la superficie sanitizada y anular el paso de sanitización.,0,2
81,4-501.112,¿Cuál es la temperatura mínima de enjuague final para una máquina lavaplatos de alta temperatura?,165°F,200°F,150°F,180°F,4,Cleaning & Sanitizing,Warewashing,Una máquina lavaplatos de alta temperatura debe alcanzar 180°F en la superficie de los utensilios durante el enjuague final para asegurar una sanitización efectiva por calor.,0,3
82,4-501.112,¿Cuál es la temperatura mínima del agua de lavado para una máquina lavaplatos de alta temperatura?,120°F,180°F,150°F,200°F,3,Cleaning & Sanitizing,Warewashing,El ciclo de lavado de una máquina lavaplatos de alta temperatura debe alcanzar al menos 150°F para eliminar eficazmente los residuos de alimentos antes del enjuague sanitizante final.,0,3
83,3-302.15,¿Qué debe hacerse antes de cortar o preparar productos frescos?,Enjuagarlos bajo agua corriente limpia,Recortar solo las imperfecciones visibles,Pelarlos antes de lavar para eliminar los contaminantes superficiales,Sanitizarlos con una solución química para alimentos,1,Food Preparation,Produce,"Lavar los productos bajo agua corriente elimina suciedad, pesticidas y patógenos superficiales antes de cortar, lo que de otro modo propagaría contaminantes hacia el interior.",0,2
84,3-302.15,¿Qué debe hacerse con los productos visiblemente echados a perder?,Desecharlos completamente,Recortar las porciones echadas a perder y usar el resto,Congelarlos para detener el deterioro adicional,Lavarlos bien e inspeccionar antes de servir,1,Food Preparation,Produce,"Los productos visiblemente echados a perder deben desecharse completamente. Recortar las áreas dañadas no es suficiente, ya que los patógenos y el moho pueden haberse extendido más allá del daño visible.",0,2
85,3-302.15,"Después de lavar los productos, ¿cómo deben almacenarse?",Mantenidos separados de las proteínas crudas y cubiertos para evitar recontaminación,Colocados junto a las proteínas crudas en el enfriador,Dejados en la mesa de preparación hasta que se necesiten,Almacenados en un recipiente de agua estancada para mantenerlos frescos,1,Food Preparation,Produce,Los productos lavados deben protegerse de la contaminación cruzada almacenándolos lejos de las proteínas crudas y manteniéndolos cubiertos para evitar la recontaminación.,0,2
86,3-302.12,¿Cuál es el método más seguro para descongelar alimentos congelados?,Sumergido en un recipiente de agua tibia estancada,En el mostrador a temperatura ambiente,Bajo agua tibia corriente en el mostrador,En el refrigerador a 41°F o menos,4,Food Preparation,Thawing,"La descongelación en refrigeración mantiene el alimento fuera de la zona de peligro de temperatura durante todo el proceso de descongelación, lo que lo convierte en el método más seguro.",0,2
87,3-302.12,¿Cuál es el método más seguro para descongelar pescado?,En agua tibia en el mostrador,En la mesa de preparación a temperatura ambiente,Bajo refrigeración a 41°F o menos,A la luz solar directa para acelerar el proceso,3,Food Preparation,Thawing,"La descongelación bajo refrigeración mantiene el pescado a una temperatura segura durante todo el proceso de descongelación, evitando el crecimiento bacteriano.",0,2
88,3-302.12,¿Qué método de descongelación es aceptable según el código de alimentos?,En la mesa de preparación a temperatura ambiente,En el microondas si el alimento se cocina de inmediato después,Sumergido en un recipiente de agua estancada,Encima del horno usando el calor residual,2,Food Preparation,Thawing,"La descongelación en microondas es aceptable solo si el alimento se cocina de inmediato después, porque partes del alimento pueden comenzar a cocinarse de manera desigual durante el proceso.",0,2
157,3-401.15,¿Cuál es el límite de tiempo correcto para la etapa inicial de cocción parcial?,Refrigerar por 24 horas antes de terminar la cocción,Cocinar por no más de 60 minutos inicialmente,Servir de inmediato después de la cocción parcial,Mantener a temperatura ambiente hasta que se necesite para el servicio,2,Food Preparation,Partial Cooking,La cocción parcial debe limitarse a no más de 60 minutos para evitar que el alimento pase demasiado tiempo en la zona de peligro de temperatura antes de terminar la cocción.,0,3
90,3-302.11,¿Cómo debe manejarse el hielo usado para bebidas?,Con las manos descubiertas,Con una cuchara para hielo dedicada,Usando un vaso para bebidas como cuchara,Con una toalla o paño limpio,2,Food Preparation,Ice Handling,"El hielo debe manejarse con una cuchara para evitar el contacto con las manos. El hielo es un alimento, y las manos descubiertas o los vasos usados como cucharas introducen contaminación.",0,1
91,3-302.11,¿Qué debe hacerse con los utensilios que se han usado para carne cruda?,Usar utensilios separados para alimentos crudos y listos para comer,Sanitizarlos una vez por turno,Almacenarlos con utensilios limpios después de enjuagarlos,Continuar usándolos si se usan guantes,1,Food Preparation,Utensils,Los utensilios separados para alimentos crudos y listos para comer evitan que los patógenos de los artículos crudos se transfieran a alimentos que no recibirán cocción adicional.,0,2
92,3-302.11,¿Cómo deben manejarse los utensilios usados para comidas sin alérgenos?,Reservarlos para uso con carne cruda para evitar confusión,Sanitizarlos una vez por turno,Mantenerlos completamente separados de todos los demás utensilios,Lavarlos y almacenarlos con todos los demás utensilios,3,Food Preparation,Allergens,"Los utensilios usados para comidas sin alérgenos deben mantenerse completamente separados para evitar el contacto cruzado con alérgenos, que puede desencadenar reacciones graves.",0,2
93,3-302.11,¿Qué debe hacerse con el alimento contaminado por un producto químico?,Enjuagarlo bien bajo agua corriente y servirlo,Cocinarlo a 165°F para neutralizar la contaminación,Desecharlo de inmediato,Etiquetarlo y separarlo para inspección del supervisor,3,Food Preparation,Contamination,La contaminación química no puede corregirse enjuagando o cocinando. El alimento contaminado debe desecharse de inmediato para evitar enfermedades.,0,1
94,3-302.11,¿Qué debe hacerse con el alimento contaminado por vidrio roto?,Etiquetarlo y separarlo para el supervisor,Colar el vidrio y continuar usando el alimento,Desecharlo de inmediato,Cocinarlo a 165°F para eliminar el peligro,3,Food Preparation,Contamination,"La contaminación por vidrio es un peligro físico que no puede hacerse seguro colando, calentando o etiquetando. El alimento debe desecharse de inmediato.",0,1
95,3-302.11,¿Qué debe hacerse con alimento que ha sufrido abuso de tiempo-temperatura?,Recalentarlo a 165°F para hacerlo seguro nuevamente,Enfriarlo de inmediato para detener el crecimiento bacteriano adicional,Desecharlo,Servirlo de inmediato antes de que crezcan más bacterias,3,Food Preparation,Contamination,El abuso de tiempo-temperatura significa que las bacterias han tenido la oportunidad de multiplicarse a niveles inseguros. Recalentar o enfriar no hace que el alimento sea seguro nuevamente.,0,2
96,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para alimentos TCS fríos?,38°F,45°F,41°F,50°F,3,Receiving & Storage,Receiving,Los alimentos TCS fríos deben recibirse a 41°F o menos para asegurar que se hayan mantenido fuera de la zona de peligro de temperatura durante el transporte.,0,2
97,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para huevos con cáscara?,32°F,50°F,45°F,41°F,3,Receiving & Storage,Receiving,"Los huevos con cáscara pueden recibirse a 45°F o menos, que es ligeramente más alto que otros alimentos TCS según lo permitido por el Código de Alimentos de la FDA.",0,2
98,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para la leche?,32°F,50°F,45°F,41°F,3,Receiving & Storage,Receiving,"La leche debe recibirse a 45°F o menos y luego enfriarse a 41°F dentro de las 4 horas posteriores a la recepción, según las pautas del Código de Alimentos de la FDA.",0,2
99,3-202.11,¿Cuál es la condición correcta de recepción para los mariscos vivos?,Deben estar completamente sellados sin olor embalados en hielo,Deben tener una temperatura interna de 32°F o menos,Deben recibirse a una temperatura de aire de 45°F o menos y en hielo,Deben tener una temperatura interna de 41°F o menos,3,Receiving & Storage,Receiving,"Los mariscos vivos deben recibirse a una temperatura de aire de 45°F o menos. Son organismos vivos, por lo que la temperatura del aire es el estándar utilizado, no la temperatura interna.",0,2
100,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para el pescado empacado al vacío?,50°F,38°F,41°F,45°F,3,Receiving & Storage,Receiving,El pescado empacado al vacío debe recibirse a 41°F o menos porque el ambiente anaeróbico puede promover el crecimiento de Clostridium botulinum si no se mantiene frío.,0,2
101,3-202.15,¿Qué debe hacer si llega una caja de conservas con latas abolladas?,Almacenarlas por separado e inspeccionar el contenido antes de usar,Abrir cada lata para verificar signos de deterioro,Aceptarlas ya que el contenido puede estar todavía seguro,Rechazar las latas abolladas,4,Receiving & Storage,Inspection,"Las latas abolladas pueden tener costuras comprometidas que permiten la entrada de bacterias, incluido el Clostridium botulinum. Deben rechazarse en la recepción.",0,2
102,3-202.15,¿Qué debe hacer si llega una entrega de alimentos con empaque hinchado o que gotea?,Aceptarlo y usar el producto rápidamente,Reempacar los artículos y almacenarlos,Rechazar toda la entrega,Inspeccionar el contenido antes de decidir,3,Receiving & Storage,Inspection,El empaque hinchado o que gotea indica posible actividad bacteriana o falla del sello. Estos productos deben rechazarse para evitar riesgos de seguridad alimentaria.,0,1
103,3-202.15,¿Qué indica la presencia de grandes cristales de hielo en una entrega de alimentos congelados?,El alimento es de calidad premium,El alimento fue almacenado a una temperatura inusualmente fría,El alimento fue empacado con hielo extra para protección,El alimento se descongeló y recongeló durante el tránsito,4,Receiving & Storage,Frozen Goods,"Los grandes cristales de hielo indican que el alimento se descongeló y recongeló durante el tránsito, lo cual es señal de abuso de temperatura. La entrega debe rechazarse.",0,2
104,3-202.11,El termómetro de un camión de entrega marca 60°F al llegar. ¿Qué debe hacer?,Inspeccionar cada artículo TCS y rechazar los que superen las temperaturas seguras,Rechazar solo los productos frescos ya que son los más sensibles a la temperatura,Almacenar todos los artículos de inmediato y monitorearlos,Aceptar todos los artículos ya que estuvieron en tránsito poco tiempo,1,Receiving & Storage,Inspection,Una temperatura del camión de 60°F significa que los artículos TCS probablemente han estado en la zona de peligro. Cada artículo TCS debe inspeccionarse y rechazarse si está fuera del rango seguro.,0,3
105,3-202.15,¿Qué debe hacer si el empaque del alimento llega con manchas de agua?,Inspeccionar el contenido y aceptar si se ve bien,Secar el empaque y almacenar normalmente,Rechazar la entrega,Aceptar sin preocupación si el producto está congelado,2,Receiving & Storage,Inspection,"Las manchas de agua en el empaque indican posible fuga o exposición a humedad durante el tránsito, lo que puede haber comprometido el producto o permitido el crecimiento bacteriano.",0,2
106,3-202.15,¿Qué debe hacer si llega una caja de productos frescos con moho visible?,Rechazar toda la caja,Moverla al congelador para detener el deterioro adicional,Lavar los productos e inspeccionar antes de usar,Recortar las porciones con moho y usar el resto,1,Receiving & Storage,Inspection,"El moho en productos frescos indica almacenamiento o transporte inadecuado. Toda la caja debe rechazarse, ya que el moho puede haberse extendido más allá de las áreas visibles.",0,2
107,3-202.11,¿En qué condición deben recibirse los alimentos congelados?,Ligeramente blandos por fuera pero firmes en el centro,Ligeramente cubiertos con cristales de hielo superficiales,Ligeramente flexibles para mostrar una gestión adecuada de la cadena de frío,Completamente congelados y sólidos sin señales de descongelación,4,Receiving & Storage,Frozen Goods,"Los alimentos congelados deben recibirse completamente sólidos. Cualquier blandura, flexibilidad o grandes cristales de hielo sugiere que se descongelaron durante el tránsito y deben rechazarse.",0,2
108,3-202.11,¿Qué debe hacer si llega una entrega de mariscos sin etiquetas de mariscos?,Rechazar el envío,Pedir al proveedor que envíe copias de las etiquetas por correo electrónico,Almacenar los mariscos por separado hasta que se proporcionen las etiquetas,Aceptar la entrega y gestionar la documentación después,1,Receiving & Storage,Documentation,Las etiquetas de mariscos proporcionan trazabilidad para investigaciones de brotes de enfermedades. Los envíos sin etiquetas deben rechazarse porque no hay forma de verificar su origen o seguridad.,0,2
109,3-202.18,¿Cuánto tiempo deben conservarse archivadas las etiquetas de mariscos después de que se vendió el último marisco de ese recipiente?,30 días,7 días,90 días,1 año,3,Receiving & Storage,Documentation,"Las etiquetas de mariscos deben conservarse durante 90 días desde la fecha en que se vendió el último marisco del recipiente, para permitir la trazabilidad durante investigaciones de enfermedades.",0,3
110,3-202.11,¿Qué debe hacer si llega una entrega de alimentos con sellos de empaque rotos o faltantes?,Rechazar la entrega,Aceptar la entrega si los artículos están refrigerados,Almacenar los artículos y verificar nuevamente antes de usar,Inspeccionar un artículo y aceptar el resto si se ve bien,1,Receiving & Storage,Inspection,"Los sellos rotos indican integridad comprometida del empaque, lo que podría permitir contaminación o indicar manipulación inadecuada durante el transporte.",0,2
111,3-202.11,Un camión de entrega tiene un fuerte olor a productos químicos al abrirse. ¿Qué debe hacer?,Rechazar todos los alimentos TCS que estuvieron expuestos al entorno químico,Rechazar solo los productos frescos ya que absorben olores más fácilmente,Almacenar los artículos y monitorear olores extraños después de abrirlos,Aceptar artículos que estén sellados en su empaque original,1,Receiving & Storage,Inspection,Un fuerte olor a productos químicos en un camión de entrega sugiere posible contaminación química. Todos los alimentos TCS expuestos a ese entorno deben rechazarse.,0,3
112,3-202.11,¿Qué debe hacer si una entrega de leche llega a 50°F?,Rechazar la entrega,Almacenarla y verificar la temperatura nuevamente en una hora,Aceptarla ya que está solo ligeramente por encima del límite,Aceptarla y usarla solo para cocinar,1,Receiving & Storage,Receiving,La leche debe recibirse a 45°F o menos. Una entrega que llega a 50°F supera la temperatura de recepción segura y debe rechazarse.,0,2
113,3-202.11,¿Qué debe hacer si llegan mariscos vivos con el sello del recipiente roto?,Reempacarlos en un recipiente sellado,Almacenarlos y usarlos rápidamente,Aceptarlos y monitorear signos de deterioro,Rechazar la entrega,4,Receiving & Storage,Receiving,Un sello roto en el empaque de mariscos vivos compromete la contención y la integridad de la documentación. El envío debe rechazarse.,0,2
114,3-202.11,¿Qué debe verificar al recibir alimentos congelados?,Que tengan muy pocos cristales de hielo,Que estén completamente congelados y sólidos,Que se sientan fríos al tacto,Que tengan una ligera capa de cristales de hielo superficiales,2,Receiving & Storage,Frozen Goods,Los alimentos congelados deben recibirse completamente sólidos. Cualquier blandura o grandes cristales de hielo sugiere abuso de temperatura durante el tránsito.,0,2
115,3-302.11,¿Cuál es la temperatura correcta de almacenamiento para huevos con cáscara?,32°F o menos,50°F o menos,45°F o menos,41°F o menos,3,Receiving & Storage,Storage,"Los huevos con cáscara deben almacenarse a 45°F o menos de acuerdo con el Código de Alimentos de la FDA, que permite una temperatura de almacenamiento ligeramente más alta que la mayoría de los otros alimentos TCS.",0,2
116,5-202.12,¿Qué se requiere para que un lavamanos cumpla con los requisitos del código de alimentos?,Solo suministro de agua caliente,Agua corriente caliente y fría,Un pedal operado con el pie para uso sin manos,Un letrero que indique que este es un lavamanos únicamente,2,Facility & Equipment,Handwashing Sinks,Un lavamanos que cumpla con los requisitos debe proporcionar agua corriente caliente y fría para que los manipuladores de alimentos puedan lavarse a la temperatura mínima correcta de 100°F.,0,2
117,5-203.11,¿Para qué debe usarse un lavamanos designado?,Para descongelar pequeños alimentos bajo agua corriente,Para desechar el agua del trapeador durante la limpieza,Para la preparación de alimentos cuando otros fregaderos están ocupados,Solo para lavado de manos,4,Facility & Equipment,Handwashing Sinks,Los lavamanos están designados únicamente para lavado de manos. Usarlos para preparar alimentos o desechar agua del trapeador introduce contaminación y bloquea el acceso para la higiene de manos.,0,2
118,5-205.11,¿Qué debe hacer si un lavamanos está bloqueado o siendo usado para almacenamiento?,Eliminar el bloqueo de inmediato para que el lavamanos sea accesible,Usarlo para almacenamiento ya que ya está bloqueado,Usar un fregadero diferente en la instalación,Ignorarlo hasta la próxima inspección,1,Facility & Equipment,Handwashing Sinks,"Un lavamanos bloqueado impide que los manipuladores de alimentos se laven las manos, lo que es un control crítico de seguridad alimentaria. El bloqueo debe eliminarse de inmediato.",0,2
119,6-202.15,¿Cuál es el método principal para evitar que las plagas entren en una instalación de alimentos?,"Sellar todas las grietas, fisuras y aberturas en el edificio",Almacenar los alimentos en estantes alejados de las paredes,Usar ventiladores en las puertas para crear una barrera de aire,Mantener las luces exteriores apagadas para no atraer insectos,1,Pest Management,Prevention,"Las plagas entran a través de grietas y aberturas en paredes, pisos y puertas. Sellar todas las aberturas es el método principal de prevención de plagas en una instalación de alimentos.",0,2
120,6-501.111,¿Cuál es típicamente la primera señal de una infestación de plagas en una instalación de alimentos?,Fuertes olores a alimentos provenientes de las áreas de almacenamiento,"Excrementos, marcas de mordeduras o materiales de nidificación",Niveles altos de humedad en el edificio,Sonidos inusuales cerca de las paredes o equipos,2,Pest Management,Identification,"Los excrementos, marcas de mordeduras y materiales de nidificación son los signos físicos tempranos más comunes de actividad de plagas e indican una infestación que requiere acción inmediata.",0,2
121,6-501.112,¿Qué debe hacer si se descubren plagas en la instalación?,Contactar a un operador de control de plagas con licencia,Cerrar toda la operación de inmediato,Colocar trampas usted mismo usando productos de la tienda,Aumentar la frecuencia de limpieza y monitorear la situación,1,Pest Management,Response,Un operador de control de plagas con licencia tiene la capacitación y los productos químicos aprobados para abordar de forma segura y efectiva las infestaciones en un entorno de servicio de alimentos.,0,2
122,2-102.11,¿Cuál es la responsabilidad de un gerente respecto a los reportes de enfermedades de los manipuladores de alimentos?,Monitorear a los empleados y reevaluar los síntomas después de una hora,Permitir que los empleados enfermos trabajen con guantes si los síntomas son leves,Dejar que los empleados decidan si sus síntomas requieren reporte,Establecer procedimientos claros de reporte y tomar medidas cuando se reportan síntomas,4,Food Safety Management,Systems,"Los gerentes son responsables de crear y hacer cumplir las políticas de reporte de enfermedades y deben tomar las medidas apropiadas, como la exclusión, cuando el personal reporte síntomas.",0,3
123,2-103.11,¿Cuál es el rol continuo del gerente en la capacitación en seguridad alimentaria?,Garantizar que todo el personal entienda y aplique consistentemente los procedimientos de seguridad alimentaria,Llevar a cabo una sesión de capacitación integral única cada año,Administrar exámenes escritos y archivar los resultados,Proporcionar capacitación solo a los empleados recién contratados,1,Food Safety Management,Training,"Los gerentes deben garantizar que todo el personal entienda y aplique consistentemente los procedimientos de seguridad alimentaria. Esta es una responsabilidad continua, no limitada a la orientación de nuevos empleados.",0,2
124,2-103.11,¿Cuál es el propósito del control activo del gerente?,Identificar y prevenir proactivamente los riesgos de seguridad alimentaria antes de que ocurra una enfermedad,Reducir el tiempo dedicado a la capacitación en seguridad alimentaria,Responder rápida y efectivamente después de que ocurra una enfermedad transmitida por alimentos,Documentar el comportamiento de los empleados para evaluaciones de desempeño,1,Food Safety Management,Control,"El control activo del gerente significa identificar y abordar los riesgos de seguridad alimentaria antes de que causen enfermedades, en lugar de responder solo después de que ocurra un problema.",0,3
125,2-103.11,¿Qué es un punto de control crítico (PCC) en un sistema HACCP?,Una guía para temperaturas de almacenamiento seguro,Una verificación de calidad opcional que puede omitirse cuando hay mucho trabajo,Un programa de limpieza usado durante las inspecciones,"Un paso en el proceso de manejo de alimentos donde un peligro puede prevenirse, eliminarse o reducirse a un nivel seguro",4,Food Safety Management,HACCP,"Un punto de control crítico es un paso específico en el manejo de alimentos donde un peligro de seguridad alimentaria puede prevenirse, eliminarse o reducirse a un nivel seguro.",0,2
126,3-401.14,¿Cuál es un ejemplo de adulteración de alimentos?,Sello protector faltante,Empaque aplastado,Empleados manipulando alimentos sin guantes,Hamburguesas congeladas cocinadas en la parrilla,1,Time & Temperature,Thawing,Es aceptable descongelar alimentos como parte del proceso de cocción. Las hamburguesas congeladas cocinadas directamente en la parrilla pasan rápidamente por la zona de peligro.,1,2
127,2-901.11,¿Cómo se denominan las superficies que conservan su condición después de un uso repetido?,Costosas,Duraderas,Casi nuevas,Zócalo,2,Food Safety Management,Food Defense,"Una superficie duradera conserva su condición original después de uso y limpieza repetidos, lo que facilita sanitizarla y mantener la seguridad alimentaria.",1,3
128,4-101.11,Un empleado no sabe cuándo limpiar los estantes del cuarto frío. ¿Qué debe hacer?,Preguntarle a un compañero,Simplemente limpiarlos,Esperar hasta que se le diga,Consultar el plan maestro de limpieza,4,Facility & Equipment,Materials,"Cuando no se está seguro de la frecuencia de limpieza, los empleados deben consultar el programa maestro de limpieza, que describe qué limpiar, con qué frecuencia y quién es responsable.",1,2
129,4-602.11,¿Qué debe hacer el gerente si cree que un producto entregado no fue presentado honestamente?,Asumir que está bien ya que fue entregado,Rechazarlo,Llamar a la FDA,Revisar el plan maestro de limpieza,2,Facility & Equipment,Cleaning Schedule,"Los alimentos que parezcan alterados, mal etiquetados o adulterados deben rechazarse para protegerse contra la contaminación intencional.",1,3
130,3-601.12,Un empleado se puso guantes nuevos y fue al cuarto frío por más producto. ¿Necesita cambiar los guantes antes de terminar la preparación?,"Sí, ya que probablemente tocará algo",Solo si los guantes se rompieron o se ensuciaron,No,"Sí, cualquier tarea no relacionada con alimentos requiere el cambio de guantes antes de comenzar una tarea relacionada con alimentos",4,Receiving & Storage,Receiving,Los guantes deben cambiarse cada vez que puedan haber tocado una superficie contaminada como un mango de puerta. Ir al cuarto frío es una tarea no alimentaria que requiere cambio de guantes antes de regresar a la preparación de alimentos.,1,2
131,3-304.15,A dos empleados les gusta fumar. ¿Dónde deben hacerlo?,En el área de fumadores designada,Fuera de la vista de los clientes,A 100 pies del edificio,Donde no puedan ser vistos,1,Food Preparation,Contamination,Fumar solo está permitido en el área de fumadores designada para evitar la contaminación de manos y ropa.,1,3
132,2-401.11,¿Qué es un plan de defensa alimentaria?,Un plan que evita que los empleados contaminen de forma cruzada,Un plan para mantener los alimentos a la temperatura correcta,Un plan que minimiza el riesgo de contaminación intencional,El documento instructivo que crea una cultura de seguridad alimentaria,3,Personal Hygiene,Smoking,Un plan de defensa alimentaria describe los pasos para prevenir la contaminación intencional desde la recepción hasta el servicio.,1,2
133,2-901.11,¿Cuándo deben presentarse los planes para una nueva ubicación ante la agencia correspondiente?,Dentro de los 30 días después de abrir,Después de ser inspeccionado por el departamento de salud,Antes del primer día de apertura,El plan maestro de capacitación para empleados de cocina,3,Food Safety Management,Food Defense,Los planes y especificaciones deben presentarse y aprobarse antes de abrir para garantizar el cumplimiento de los códigos de salud locales.,1,3
134,8-302.11,¿Por qué usan los empleados cubiertas para el cabello?,Ayudan a mantener el cabello en su lugar,Son una barrera contra el cabello grasoso,Son parte del uniforme,Para verse bien,2,Facility & Equipment,Plan Review,"Las cubiertas para el cabello evitan que el cabello caiga en los alimentos o sobre las superficies de contacto con alimentos, reduciendo el riesgo de contaminación física.",1,2
135,2-402.11,Cocinar arroz en este restaurante es esencial. Por lo tanto debe:,Cocinarse a 135°F,Cocinarse con menos frecuencia pero en mayores cantidades,Cocinarse en grandes lotes,Desecharse cada 2 horas para que siempre haya producto fresco,1,Cross-Contamination,General,Los granos y verduras cocinados para mantenimiento caliente deben alcanzar al menos 135°F para evitar el crecimiento bacteriano en la zona de peligro de temperatura.,1,2
136,3-401.11,¿Cuál de estas tareas está aprobada para la seguridad alimentaria?,Agregar agua a una botella de productos químicos,Usar una cubeta de bus para contener platos sucios,Usar un cubo de sanitizante para contener desengrasante,Usar una caldera doble para cocinar sopa,2,Food Preparation,Cooking,"Usar una cubeta de bus para platos sucios está aprobado por la seguridad alimentaria porque mantiene los platos contaminados contenidos. Agregar agua a una botella de productos químicos, mezclar productos químicos o usar un cubo de sanitizante para otros fines son todas prácticas inseguras.",1,3
137,3-401.11,¿Qué práctica reduce los patógenos en los alimentos?,Cocinar los alimentos a la temperatura correcta,Usar guantes,Almacenar los alimentos en recipientes herméticos,Sanitizar las manos en lugar de usar jabón,1,Time & Temperature,Cooking,Solo la cocción adecuada reduce los patógenos; los guantes y recipientes previenen la contaminación pero no matan las bacterias.,1,2
138,5-501.13,¿Existen requisitos para un basurero exterior?,Solo necesitan la tapa cerrada,Deben estar limpios y libres de plagas,Deben ser amarillos con una puerta lateral de acceso,Mantenidos detrás de una reja,2,Facility & Equipment,Waste Management,"Los basureros deben ser duraderos, no absorbentes y tener tapas de ajuste hermético. Deben mantenerse tapados cuando no se usen y colocarse en una superficie lisa no absorbente para evitar el alojamiento de plagas.",1,2
