ID,Category,Subcategory,Difficulty,Mode,OrderIndex,ConceptTitle,Content,KeyPoints
98,Responsible Service,Pre-Intoxicated Guests,Medium,Standard,15,Pre-Intoxicated Guests,A guest who arrives already intoxicated should not be served alcohol. Serving them would constitute service to a visibly intoxicated person creating legal liability.,A guest who arrives already intoxicated should not be served alcohol|Serving them would constitute service to a visibly intoxicated person creating legal liability
99,Responsible Service,Responsible Promotions,Medium,Standard,16,Responsible Promotions,Responsible promotions avoid incentivizing rapid consumption. Clear pricing visible non-alcoholic alternatives and attentive service support a responsible service environment.,Responsible promotions avoid incentivizing rapid consumption|Clear pricing visible non-alcoholic alternatives and attentive service support a responsible service environment
100,Responsible Service,Server Conduct,Medium,Standard,17,Server Conduct,A server who has consumed alcohol cannot reliably assess a guest's intoxication level and may make poor service decisions. Most establishments prohibit staff from drinking on duty.,A server who has consumed alcohol cannot reliably assess a guest's intoxication level and may make poor service decisions|Most establishments prohibit staff from drinking on duty
101,Responsible Service,Server Responsibility,Medium,Standard,18,Server Responsibility,Consistent application of responsible service standards on every shift is the most effective protection for both the server personally and the establishment legally.,Consistent application of responsible service standards on every shift is the most effective protection for both the server personally and the establishment legally
102,Responsible Service,Service Policies,Medium,Standard,19,Service Policies,Limiting orders to two drinks per round slows consumption rates giving the server more opportunity to monitor the guest's condition between rounds.,Limiting orders to two drinks per round slows consumption rates giving the server more opportunity to monitor the guest's condition between rounds
103,Responsible Service,Service Practices,Medium,Standard,20,Service Practices,Offering water between drinks slows consumption and helps maintain hydration. It is a non-confrontational way to pace a guest's drinking.,Offering water between drinks slows consumption and helps maintain hydration|It is a non-confrontational way to pace a guest's drinking
104,Responsible Service,Staff Training,Medium,Standard,21,Staff Training,Comprehensive responsible service training covers legal requirements recognizing intoxication intervention techniques refusal procedures and establishment-specific policies.,Comprehensive responsible service training covers legal requirements recognizing intoxication intervention techniques refusal procedures and establishment-specific policies
105,Responsible Service,Team Responsibility,Medium,Standard,22,Team Responsibility,Responsible service is a team effort. If you see a coworker over-serving a guest notify a manager. The establishment's liability and the guest's safety are everyone's concern.,Responsible service is a team effort|If you see a coworker over-serving a guest notify a manager|The establishment's liability and the guest's safety are everyone's concern
106,Responsible Service,Third Party Orders,Medium,Standard,23,Third Party Orders,Your responsibility is to the intoxicated guest's safety not to the convenience of their table. Refusing alcohol to an intoxicated person applies regardless of who places the order.,Your responsibility is to the intoxicated guest's safety not to the convenience of their table|Refusing alcohol to an intoxicated person applies regardless of who places the order
107,Responsible Service,Training Benefits,Medium,Standard,24,Training Benefits,Regular training ensures all staff apply the same standards reduces legal exposure improves the guest experience and creates a culture of responsibility.,Regular training ensures all staff apply the same standards reduces legal exposure improves the guest experience and creates a culture of responsibility
108,Responsible Service,Training Value,Medium,Standard,25,Training Value,Comprehensive training develops judgment and confidence not just compliance. Servers who understand why responsible service matters are more effective at applying it consistently.,Comprehensive training develops judgment and confidence not just compliance|Servers who understand why responsible service matters are more effective at applying it consistently
109,ID Verification,Acceptable ID,Medium,Standard,1,Acceptable ID,Government-issued photo IDs such as a driver's license or passport are the most reliable because they are difficult to forge and contain verifiable information.,Government-issued photo IDs such as a driver's license or passport are the most reliable because they are difficult to forge and contain verifiable information
110,ID Verification,Altered ID,Medium,Standard,2,Altered ID,If an ID appears altered or tampered with you should involve a manager. Accepting a questionable ID could expose you and your establishment to legal liability.,If an ID appears altered or tampered with you should involve a manager|Accepting a questionable ID could expose you and your establishment to legal liability
111,ID Verification,Carding Policy,Medium,Standard,3,Carding Policy,Carding everyone regardless of apparent age is your best policy. It removes subjectivity protects you legally and ensures consistent application of the law.,Carding everyone regardless of apparent age is your best policy|It removes subjectivity protects you legally and ensures consistent application of the law
112,ID Verification,Exact Birthday,Medium,Standard,4,Exact Birthday,A guest who is exactly 21 years old today is of legal drinking age and may be served. The law is effective on the 21st birthday.,A guest who is exactly 21 years old today is of legal drinking age and may be served|The law is effective on the 21st birthday
113,ID Verification,Expiration Date,Medium,Standard,5,Expiration Date,An expired ID is no longer a valid government document and cannot be used for age verification. Checking the expiration date is a standard step in ID verification.,An expired ID is no longer a valid government document and cannot be used for age verification|Checking the expiration date is a standard step in ID verification
114,ID Verification,Expired ID,Medium,Standard,6,Expired ID,An expired ID is not valid for alcohol service. Expiration indicates the document is no longer current and cannot be legally relied upon.,An expired ID is not valid for alcohol service|Expiration indicates the document is no longer current and cannot be legally relied upon
115,ID Verification,Fake ID,Medium,Standard,7,Fake ID,Using another person's ID to obtain alcohol is identity fraud and can result in criminal charges for the guest and liability for the server.,Using another person's ID to obtain alcohol is identity fraud and can result in criminal charges for the guest and liability for the server
116,ID Verification,Foreign ID,Medium,Standard,8,Foreign ID,Foreign passports are government-issued documents and are acceptable for age verification. You should check the birthdate carefully.,Foreign passports are government-issued documents and are acceptable for age verification|You should check the birthdate carefully
117,ID Verification,ID Checking,Medium,Standard,9,ID Checking,The photo should be checked first to confirm the person presenting the ID matches the person on the document.,The photo should be checked first to confirm the person presenting the ID matches the person on the document
118,ID Verification,ID Checking Process,Medium,Standard,10,ID Checking Process,A thorough ID check includes verifying the photo birthdate expiration date and at least one security feature. This typically takes 10 to 20 seconds but should not be rushed.,A thorough ID check includes verifying the photo birthdate expiration date and at least one security feature|This typically takes 10 to 20 seconds but should not be rushed
119,ID Verification,ID Comparison,Medium,Standard,11,ID Comparison,If there is a significant discrepancy between the guest's appearance and the photo ask for additional ID. A valid ID with a suspicious photo match warrants extra verification.,If there is a significant discrepancy between the guest's appearance and the photo ask for additional ID|A valid ID with a suspicious photo match warrants extra verification
120,ID Verification,ID Reading,Medium,Standard,12,ID Reading,The date of birth is used to calculate the guest's current age and confirm they meet the minimum legal drinking age.,The date of birth is used to calculate the guest's current age and confirm they meet the minimum legal drinking age
121,ID Verification,ID Security Features,Medium,Standard,13,ID Security Features,Most modern driver's licenses include holograms ultraviolet features and microprinting that are difficult to replicate and help verify authenticity.,Most modern driver's licenses include holograms ultraviolet features and microprinting that are difficult to replicate and help verify authenticity
122,ID Verification,Invalid ID Forms,Medium,Standard,14,Invalid ID Forms,Photocopies of IDs are not acceptable. They cannot be verified as authentic and are easily manipulated. Only original government-issued documents should be accepted.,Photocopies of IDs are not acceptable|They cannot be verified as authentic and are easily manipulated|Only original government-issued documents should be accepted
123,ID Verification,Legal Age,Medium,Standard,15,Legal Age,The legal drinking age in the United States is 21 under the National Minimum Drinking Age Act of 1984.,The legal drinking age in the United States is 21 under the National Minimum Drinking Age Act of 1984
124,ID Verification,No ID,Medium,Standard,16,No ID,If a guest does not have ID you must refuse service. No exceptions. Estimating age is not a reliable or legal method of verification.,If a guest does not have ID you must refuse service|No exceptions|Estimating age is not a reliable or legal method of verification
125,ID Verification,Out of State ID,Medium,Standard,17,Out of State ID,All state driver's licenses are valid government-issued identification. An out-of-state ID should be accepted as long as it appears genuine and is not expired.,All state driver's licenses are valid government-issued identification|An out-of-state ID should be accepted as long as it appears genuine and is not expired
126,ID Verification,Secondary ID,Medium,Standard,18,Secondary ID,A secondary ID can help confirm that the person presenting the ID is the legitimate owner. It adds a layer of verification.,A secondary ID can help confirm that the person presenting the ID is the legitimate owner|It adds a layer of verification
127,ID Verification,Server Age Requirements,Medium,Standard,19,Server Age Requirements,Most states require alcohol servers to be at least 18 years old. Some require 21. Always check your state's specific requirements.,Most states require alcohol servers to be at least 18 years old|Some require 21|Always check your state's specific requirements
128,ID Verification,Technology Limits,Medium,Standard,20,Technology Limits,ID scanners verify that an ID is technically valid but cannot confirm that the person using it is the ID's legitimate owner. Visual verification of the photo is always required.,ID scanners verify that an ID is technically valid but cannot confirm that the person using it is the ID's legitimate owner|Visual verification of the photo is always required
129,ID Verification,Temporary ID,Medium,Standard,21,Temporary ID,Temporary paper licenses are issued by the DMV and are valid government documents. They should include necessary information to verify age.,Temporary paper licenses are issued by the DMV and are valid government documents|They should include necessary information to verify age
130,ID Verification,Uncertain ID,Medium,Standard,22,Uncertain ID,When in doubt always involve a manager or supervisor. The responsibility is shared and it protects both you and the establishment.,When in doubt always involve a manager or supervisor|The responsibility is shared and it protects both you and the establishment
131,ID Verification,Vertical ID,Medium,Standard,23,Vertical ID,Many states issue vertical IDs to people under 21. However the person may now be of legal age. Calculate their current age from the birthdate rather than assuming.,Many states issue vertical IDs to people under 21|However the person may now be of legal age|Calculate their current age from the birthdate rather than assuming
