ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty
71,4-602.11,¿Con qué frecuencia deben limpiarse y sanitizarse las superficies de contacto con alimentos durante el uso continuo?,Cada 4 horas,Cada 2 horas,Una vez por turno,Una vez al día al cierre,1,Cleaning & Sanitizing,Food-Contact Surfaces,Las superficies de contacto con alimentos en uso continuo deben limpiarse y sanitizarse al menos cada 4 horas para evitar la acumulación de bacterias que podrían contaminar los alimentos.,0,2
72,4-602.11,¿Con qué frecuencia deben limpiarse las superficies que no están en contacto con alimentos?,Solo cuando estén visiblemente sucias,Con un horario regular para evitar acumulación de grasa y atracción de plagas,Una vez al día al cierre,Cada 4 horas,2,Cleaning & Sanitizing,Non-Food Surfaces,"Las superficies que no están en contacto con alimentos deben limpiarse regularmente según un horario para evitar la acumulación de grasa, atracción de plagas y posible contaminación indirecta de alimentos.",0,2
73,4-602.11,¿Con qué frecuencia deben limpiarse y sanitizarse las máquinas de hielo?,Solo cuando haya moho o limo visible,Solo durante las inspecciones del departamento de salud,Con un horario regular según lo especificado por el fabricante,Una vez al año durante la temporada lenta,3,Cleaning & Sanitizing,Equipment,Las máquinas de hielo deben limpiarse según un horario regular per las instrucciones del fabricante porque el moho y las bacterias pueden acumularse en el ambiente húmedo del interior.,0,2
74,4-501.114,¿Cuál es el rango de concentración correcto para el sanitizante de cloro?,50 a 99 ppm,200 a 300 ppm,10 a 20 ppm,150 a 200 ppm,1,Cleaning & Sanitizing,Sanitizer,El sanitizante de cloro debe estar entre 50 y 99 ppm para ser efectivo. Demasiado bajo y no sanitizará. Demasiado alto y se convierte en un peligro químico.,0,3
75,4-501.114,¿Cuál es la concentración correcta para el sanitizante de amonio cuaternario?,Siempre 200 ppm,Siempre 50 ppm,Siempre 500 ppm,Según lo especificado por el fabricante,4,Cleaning & Sanitizing,Sanitizer,"La concentración del amonio cuaternario varía según el producto, por lo que siempre deben seguirse las instrucciones del fabricante para garantizar la efectividad y seguridad adecuadas.",0,3
76,4-501.114,¿Qué debe hacer si las tiras reactivas muestran que la solución sanitizante está por debajo de la concentración requerida?,Ajustar la concentración o reemplazar la solución completamente,Agregar más agua para diluir y reestabilizar la solución,Cambiar a agua simple hasta que haya nuevo sanitizante disponible,Usar la solución tal cual ya que todavía tiene algo de efectividad,1,Cleaning & Sanitizing,Sanitizer,Una concentración baja significa que el sanitizante no matará los patógenos eficazmente. La solución debe ajustarse al nivel correcto o reemplazarse completamente.,0,2
77,4-501.114,¿Qué debe hacer si la concentración del sanitizante está demasiado alta?,Cambiar a agua simple para sanitizar,Diluirlo a la concentración correcta antes de usarlo,Agregar más sanitizante para estabilizar la concentración,Usarlo tal cual ya que el sanitizante más fuerte es más seguro,2,Cleaning & Sanitizing,Sanitizer,Un sanitizante demasiado concentrado puede dejar residuos químicos dañinos en las superficies de contacto con alimentos. Debe diluirse al nivel correcto antes de usarlo.,0,2
78,4-703.11,¿Cuál es el paso final en el proceso del fregadero de tres compartimentos?,Enjuagar con agua caliente para eliminar los residuos de sanitizante,Secar los artículos con una toalla limpia de un solo uso,Permitir que los artículos se sequen completamente al aire,Limpiar con un trapo fresco de sanitizante,3,Cleaning & Sanitizing,Warewashing,"Después de sanitizar, los artículos deben secarse completamente al aire. Secarlos a mano con toallas puede recontaminar las superficies y anular el paso de sanitización.",0,2
79,4-703.11,¿Qué debe hacerse después de lavar y enjuagar el equipo en un fregadero de tres compartimentos?,Almacenarlo inmediatamente en un lugar limpio y seco,Sanitizarlo y luego permitir que se seque al aire,Secarlo a mano con una toalla limpia de un solo uso,Calentarlo a 165°F para asegurar que los patógenos sean destruidos,2,Cleaning & Sanitizing,Warewashing,"Después de lavar y enjuagar, el equipo debe sanitizarse para matar los patógenos restantes y luego dejarse secar completamente al aire antes de almacenarlo o usarlo.",0,2
80,4-703.11,¿Qué se requiere después de sanitizar el equipo de contacto con alimentos?,Dejar que se seque completamente al aire,Calentarlo para asegurar que todos los patógenos sean eliminados,Almacenarlo inmediatamente en un gabinete cerrado,Secarlo a mano con una toalla limpia,1,Cleaning & Sanitizing,Equipment,El equipo debe secarse al aire después de sanitizarlo. Limpiar con una toalla puede reintroducir bacterias en la superficie sanitizada y negar el paso de sanitización.,0,2
81,4-501.112,¿Cuál es la temperatura mínima del enjuague final para una lavadora de platos de alta temperatura?,165°F,200°F,150°F,180°F,4,Cleaning & Sanitizing,Warewashing,Una lavadora de platos de alta temperatura debe alcanzar 180°F en la superficie de los utensilios durante el enjuague final para asegurar una sanitización efectiva por calor.,0,3
82,4-501.112,¿Cuál es la temperatura mínima del agua de lavado para una lavadora de platos de alta temperatura?,120°F,180°F,150°F,200°F,3,Cleaning & Sanitizing,Warewashing,El ciclo de lavado de una lavadora de platos de alta temperatura debe alcanzar al menos 150°F para eliminar eficazmente los residuos de alimentos antes del enjuague sanitizante final.,0,3
83,3-302.15,¿Qué debe hacerse antes de cortar o preparar productos frescos?,Enjuagarlos bajo agua corriente limpia,Recortar solo las imperfecciones visibles,Pelarlos antes de lavar para eliminar contaminantes de la superficie,Sanitizarlos con una solución química apta para alimentos,1,Food Preparation,Produce,"Lavar los productos bajo agua corriente elimina tierra, pesticidas y patógenos de superficie antes de cortar, lo que de otra manera dispersaría los contaminantes en la pulpa.",0,2
84,3-302.15,¿Qué debe hacerse con los productos visiblemente echados a perder?,Descartarlos completamente,Recortar las partes echadas a perder y usar el resto,Congelarlos para detener el deterioro adicional,Lavarlos bien e inspeccionar antes de servir,1,Food Preparation,Produce,"Los productos visiblemente echados a perder deben descartarse completamente. Recortar las partes dañadas no es suficiente, ya que los patógenos y el moho pueden haberse extendido más allá del daño visible.",0,2
85,3-302.15,"Después de lavar los productos, ¿cómo deben almacenarse?",Guardados separados de las proteínas crudas y tapados para evitar recontaminación,Colocados junto a las proteínas crudas en el cuarto frío,Dejados en la mesa de preparación hasta que se necesiten,Almacenados en un recipiente con agua estancada para mantenerlos frescos,1,Food Preparation,Produce,Los productos lavados deben protegerse de la cross-contamination almacenándolos lejos de las proteínas crudas y manteniéndolos tapados para evitar la recontaminación.,0,2
86,3-302.12,¿Cuál es el método más seguro para descongelar alimentos congelados?,Sumergido en una palangana con agua tibia estancada,En el mostrador a temperatura ambiente,Bajo agua tibia corriente en el mostrador,En el refrigerador a 41°F o menos,4,Food Preparation,Thawing,"Descongelar bajo refrigeración mantiene el alimento fuera de la zona de peligro de temperatura durante todo el proceso de descongelación, lo que lo hace el método más seguro.",0,2
87,3-302.12,¿Cuál es el método más seguro para descongelar pescado?,En agua tibia en el mostrador,En la mesa de preparación a temperatura ambiente,Bajo refrigeración a 41°F o menos,Bajo luz solar directa para acelerar el proceso,3,Food Preparation,Thawing,"Descongelar bajo refrigeración mantiene el pescado a una temperatura segura durante todo el proceso de descongelación, previniendo el crecimiento bacteriano.",0,2
88,3-302.12,¿Qué método de descongelación es aceptable según el código alimentario?,En la mesa de preparación a temperatura ambiente,En el microondas si el alimento se cocina inmediatamente después,Sumergido en un recipiente con agua estancada,Sobre el horno usando el calor residual,2,Food Preparation,Thawing,"La descongelación en microondas es aceptable solo si el alimento se cocina inmediatamente después, porque partes del alimento pueden comenzar a cocinarse de manera desigual durante el proceso.",0,2
3,3-401.15,¿Cuál es el límite de tiempo correcto para la etapa inicial de cocción parcial?,Refrigerar por 24 horas antes de terminar,Cocinar por no más de 60 minutos inicialmente,Servir inmediatamente después de la cocción parcial,Mantener a temperatura ambiente hasta que se necesite para el servicio,2,Food Preparation,Partial Cooking,La cocción parcial debe limitarse a no más de 60 minutos para evitar que el alimento pase demasiado tiempo en la zona de peligro de temperatura antes de terminar.,0,3
90,3-302.11,¿Cómo debe manejarse el hielo para bebidas?,Con las manos desnudas,Con una cuchara para hielo dedicada,Usando un vaso como cuchara,Con una toalla o paño limpio,2,Food Preparation,Ice Handling,"El hielo debe manejarse con una cuchara para evitar el contacto de las manos. El hielo es un alimento, y las manos desnudas o los vasos usados como cucharas introducen contaminación.",0,1
91,3-302.11,¿Qué debe hacerse con los utensilios que se han usado para carne cruda?,Usar utensilios separados para alimentos crudos y ready-to-eat,Sanitizarlos una vez por turno,Almacenarlos con utensilios limpios después de enjuagarlos,Continuar usándolos si se usan guantes,1,Food Preparation,Utensils,Los utensilios separados para alimentos crudos y ready-to-eat evitan que los patógenos de los artículos crudos se transfieran a alimentos que no recibirán cocción adicional.,0,2
92,3-302.11,¿Cómo deben manejarse los utensilios usados para comidas libres de alérgenos?,Reservarlos para uso con carne cruda para evitar confusión,Sanitizarlos una vez por turno,Mantenerlos completamente separados de todos los demás utensilios,Lavarlos y almacenarlos con todos los demás utensilios,3,Food Preparation,Allergens,"Los utensilios usados para comidas libres de alérgenos deben mantenerse completamente separados para evitar el contacto cruzado con alérgenos, que puede desencadenar reacciones graves.",0,2
93,3-302.11,¿Qué debe hacerse con el alimento contaminado por un producto químico?,Enjuagarlo bien bajo agua corriente y servir,Cocinarlo a 165°F para neutralizar la contaminación,Descartarlo inmediatamente,Etiquetarlo y apartarlo para inspección del supervisor,3,Food Preparation,Contamination,La contaminación química no puede corregirse enjuagando o cocinando. El alimento contaminado debe descartarse inmediatamente para evitar enfermedades.,0,1
94,3-302.11,¿Qué debe hacerse con el alimento contaminado por vidrio roto?,Etiquetarlo y apartarlo para el supervisor,Colar el vidrio y continuar usando el alimento,Descartarlo inmediatamente,Cocinarlo a 165°F para eliminar el peligro,3,Food Preparation,Contamination,"La contaminación por vidrio es un peligro físico que no puede hacerse seguro colando, calentando o etiquetando. El alimento debe descartarse inmediatamente.",0,1
95,3-302.11,¿Qué debe hacerse con el alimento que ha sido víctima de abuso de tiempo-temperatura?,Recalentarlo a 165°F para hacerlo seguro nuevamente,Enfriarlo inmediatamente para detener el crecimiento bacteriano adicional,Descartarlo,Servirlo de inmediato antes de que crezcan más bacterias,3,Food Preparation,Contamination,El abuso de tiempo-temperatura significa que las bacterias han tenido la oportunidad de multiplicarse a niveles inseguros. Recalentar o enfriar no hace seguro el alimento nuevamente.,0,2
96,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para alimentos TCS fríos?,38°F o menos,45°F o menos,41°F o menos,50°F o menos,3,Receiving & Storage,Receiving,El alimento TCS frío debe recibirse a 41°F o menos para asegurar que se ha mantenido fuera de la zona de peligro de temperatura durante el transporte.,0,2
97,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para los huevos con cáscara?,32°F o menos,50°F o menos,45°F o menos,41°F o menos,3,Receiving & Storage,Receiving,"Los huevos con cáscara pueden recibirse a 45°F o menos, que es ligeramente más alto que otros alimentos TCS según lo permitido por el Código Alimentario de la FDA.",0,2
98,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para la leche?,32°F o menos,50°F o menos,45°F o menos,41°F o menos,3,Receiving & Storage,Receiving,"La leche debe recibirse a 45°F o menos y luego enfriarse a 41°F dentro de las 4 horas posteriores a la recepción, según las pautas del Código Alimentario de la FDA.",0,2
99,3-202.11,¿Cuál es la condición correcta de recepción para los mariscos vivos?,Deben estar completamente sellados sin olor empacados en hielo,Deben tener una temperatura interna de 32°F o menos,Deben recibirse a una temperatura de aire de 45°F o menos y en hielo,Deben tener una temperatura interna de 41°F o menos,3,Receiving & Storage,Receiving,"Los mariscos vivos deben recibirse a una temperatura de aire de 45°F o menos. Son organismos vivos, por lo que se usa la temperatura del aire como estándar, no la temperatura interna.",0,2
100,3-202.11,¿Cuál es la temperatura máxima aceptable de recepción para el pescado empacado al vacío?,50°F o menos,38°F o menos,41°F o menos,45°F o menos,3,Receiving & Storage,Receiving,El pescado empacado al vacío debe recibirse a 41°F o menos porque el ambiente anaeróbico puede promover el crecimiento de Clostridium botulinum si no se mantiene frío.,0,2
101,3-202.15,¿Qué debe hacer si llega una caja de productos enlatados con latas abolladas?,Almacenarlas por separado e inspeccionar el contenido antes de usar,Abrir cada lata para verificar signos de deterioro,Aceptarlas ya que el contenido puede seguir siendo seguro,Rechazar las latas abolladas,4,Receiving & Storage,Inspection,"Las latas abolladas pueden tener costuras comprometidas que permiten la entrada de bacterias, incluyendo Clostridium botulinum. Deben rechazarse en la recepción.",0,2
102,3-202.15,¿Qué debe hacer si un envío de alimentos llega con empaque hinchado o con fugas?,Aceptarlo y usar el producto rápidamente,Reenvasar los artículos y almacenarlos,Rechazar el envío completo,Inspeccionar el contenido antes de decidir,3,Receiving & Storage,Inspection,El empaque hinchado o con fugas indica posible actividad bacteriana o falla del sello. Estos productos deben rechazarse para prevenir riesgos de seguridad alimentaria.,0,1
103,3-202.15,¿Qué indica la presencia de cristales de hielo grandes en un envío de alimentos congelados?,El alimento es de calidad premium,El alimento fue almacenado a una temperatura inusualmente fría,El alimento fue empacado con hielo extra para protección,El alimento se descongeló y volvió a congelar durante el tránsito,4,Receiving & Storage,Frozen Goods,"Los cristales de hielo grandes indican que el alimento se descongeló y volvió a congelar durante el tránsito, lo cual es señal de abuso de temperatura. El envío debe rechazarse.",0,2
104,3-202.11,El termómetro de un camión de reparto marca 60°F a la llegada. ¿Qué debe hacer?,Inspeccionar cada artículo TCS y rechazar los que excedan las temperaturas seguras,Rechazar solo los productos frescos ya que son los más sensibles a la temperatura,Almacenar todos los artículos inmediatamente y monitorearlos,Aceptar todos los artículos ya que estuvieron en tránsito por poco tiempo,1,Receiving & Storage,Inspection,Una temperatura del camión de 60°F significa que los artículos TCS probablemente han estado en la zona de peligro. Cada artículo TCS debe inspeccionarse y rechazarse si está fuera del rango seguro.,0,3
105,3-202.15,¿Qué debe hacer si el empaque de los alimentos llega con manchas de agua?,Inspeccionar el contenido y aceptar si parece bien,Secar el empaque y almacenar normalmente,Rechazar el envío,Aceptar sin preocupación si el producto está congelado,2,Receiving & Storage,Inspection,"Las manchas de agua en el empaque indican posible fuga o exposición a la humedad durante el tránsito, lo que puede haber comprometido el producto o permitido el crecimiento bacteriano.",0,2
106,3-202.15,¿Qué debe hacer si una caja de productos frescos llega con moho visible?,Rechazar la caja completa,Moverla al congelador para detener el deterioro,Lavar los productos e inspeccionar antes de usar,Recortar las partes mohosas y usar el resto,1,Receiving & Storage,Inspection,"El moho en los productos indica almacenamiento o transporte inadecuado. La caja completa debe rechazarse, ya que el moho puede haberse extendido más allá de las áreas visibles.",0,2
107,3-202.11,¿En qué condición deben recibirse los alimentos congelados?,Ligeramente suaves por fuera pero firmes en el centro,Ligeramente cubiertos con cristales de hielo en la superficie,Ligeramente flexibles para mostrar una gestión adecuada de la cadena de frío,Completamente congelados y sólidos sin signos de descongelación,4,Receiving & Storage,Frozen Goods,"Los alimentos congelados deben recibirse completamente sólidos. Cualquier suavidad, flexibilidad o cristales de hielo grandes sugiere que se descongelaron durante el tránsito y deben rechazarse.",0,2
108,3-202.11,¿Qué debe hacer si un envío de mariscos llega sin etiquetas de mariscos?,Rechazar el envío,Pedir al proveedor que envíe copias de las etiquetas por correo electrónico,Almacenar los mariscos por separado hasta que se proporcionen las etiquetas,Aceptar el envío y tramitar la documentación después,1,Receiving & Storage,Documentation,Las etiquetas de mariscos proporcionan trazabilidad para los brotes de enfermedades. Los envíos sin etiquetas deben rechazarse porque no hay forma de verificar su origen o seguridad.,0,2
109,3-202.18,¿Por cuánto tiempo deben mantenerse archivadas las etiquetas de mariscos después de que se vendió el último marisco de ese contenedor?,30 días,7 días,90 días,1 año,3,Receiving & Storage,Documentation,"Las etiquetas de mariscos deben conservarse por 90 días a partir de la fecha en que se vendió el último marisco del contenedor, para permitir la trazabilidad durante investigaciones de enfermedades.",0,3
110,3-202.11,¿Qué debe hacer si un envío de alimentos llega con sellos de empaque rotos o faltantes?,Rechazar el envío,Aceptar el envío si los artículos están refrigerados,Almacenar los artículos y verificar nuevamente antes de usar,Inspeccionar un artículo y aceptar el resto si parece bien,1,Receiving & Storage,Inspection,"Los sellos rotos indican integridad comprometida del empaque, lo que podría permitir contaminación o indicar manejo inadecuado durante el transporte.",0,2
111,3-202.11,Un camión de reparto tiene un fuerte olor químico al abrirse. ¿Qué debe hacer?,Rechazar todos los alimentos TCS que estuvieron expuestos al ambiente químico,Rechazar solo los productos frescos ya que absorben olores más fácilmente,Almacenar los artículos y monitorear olores extraños después de abrirlos,Aceptar los artículos que estén sellados en empaque original,1,Receiving & Storage,Inspection,Un fuerte olor químico en un camión de reparto sugiere posible contaminación química. Todos los alimentos TCS expuestos a ese ambiente deben rechazarse.,0,3
112,3-202.11,¿Qué debe hacer si un envío de leche llega a 50°F?,Rechazar el envío,Almacenarlo y verificar la temperatura nuevamente en una hora,Aceptarlo ya que está solo ligeramente por encima del límite,Aceptarlo y usarlo solo para cocinar,1,Receiving & Storage,Receiving,La leche debe recibirse a 45°F o menos. Un envío que llega a 50°F excede la temperatura segura de recepción y debe rechazarse.,0,2
113,3-202.11,¿Qué debe hacer si los mariscos vivos llegan con el sello del contenedor roto?,Reenvasarlos en un recipiente sellado,Almacenarlos y usarlos rápidamente,Aceptarlos y monitorear signos de deterioro,Rechazar el envío,4,Receiving & Storage,Receiving,Un sello roto en el empaque de mariscos vivos compromete la contención e integridad de la documentación. El envío debe rechazarse.,0,2
114,3-202.11,¿Qué debe verificar al recibir alimentos congelados?,Que tengan muy pocos cristales de hielo,Que estén completamente congelados y sólidos,Que se sientan fríos al tacto,Que tengan una ligera capa de cristales de hielo en la superficie,2,Receiving & Storage,Frozen Goods,Los alimentos congelados deben recibirse completamente sólidos. Cualquier suavidad o cristales de hielo grandes sugiere abuso de temperatura durante el tránsito.,0,2
115,3-302.11,¿Cuál es la temperatura correcta de almacenamiento para los huevos con cáscara?,32°F o menos,50°F o menos,45°F o menos,41°F o menos,3,Receiving & Storage,Storage,"Los huevos con cáscara deben almacenarse a 45°F o menos de acuerdo con el Código Alimentario de la FDA, que permite una temperatura de almacenamiento ligeramente más alta que la mayoría de los demás alimentos TCS.",0,2
116,5-202.12,¿Qué se requiere para que un lavamanos cumpla con los requisitos del código alimentario?,Solo suministro de agua caliente,Agua corriente caliente y fría,Un pedal accionado con el pie para uso sin manos,Un letrero que indique que es un lavamanos exclusivo,2,Facility & Equipment,Handwashing Sinks,Un lavamanos en cumplimiento debe proporcionar agua corriente caliente y fría para que los manipuladores de alimentos puedan lavarse a la temperatura mínima correcta de 100°F.,0,2
117,5-203.11,¿Para qué debe usarse un lavamanos designado?,Para descongelar alimentos pequeños bajo agua corriente,Para desechar el agua del trapeador durante la limpieza,Para la preparación de alimentos cuando otros fregaderos están ocupados,Solo para lavado de manos,4,Facility & Equipment,Handwashing Sinks,Los lavamanos están designados exclusivamente para el lavado de manos. Usarlos para preparación de alimentos o para verter agua sucia introduce contaminación y bloquea el acceso para la higiene de manos.,0,2
118,5-205.11,¿Qué debe hacer si un lavamanos está bloqueado o siendo usado para almacenamiento?,Eliminar el bloqueo inmediatamente para que el lavamanos sea accesible,Usarlo para almacenamiento ya que ya está bloqueado,Usar otro fregadero en el establecimiento,Ignorarlo hasta la próxima inspección,1,Facility & Equipment,Handwashing Sinks,"Un lavamanos bloqueado impide que los manipuladores de alimentos se laven las manos, lo cual es un control crítico de seguridad alimentaria. El bloqueo debe eliminarse inmediatamente.",0,2
119,6-202.15,¿Cuál es el método principal para evitar que las plagas entren a un establecimiento de alimentos?,"Sellar todas las grietas, ranuras y aberturas del edificio",Almacenar los alimentos en estantes alejados de las paredes,Usar ventiladores en las puertas para crear una barrera de aire,Mantener las luces exteriores apagadas para no atraer insectos,1,Pest Management,Prevention,"Las plagas entran a través de grietas y aberturas en paredes, pisos y puertas. Sellar todas las aberturas es el método principal de prevención de plagas en un establecimiento de alimentos.",0,2
120,6-501.111,¿Cuál es normalmente la primera señal de una infestación de plagas en un establecimiento de alimentos?,Fuertes olores de alimentos provenientes de las áreas de almacenamiento,"Excrementos, marcas de mordidas o materiales de nidificación",Niveles altos de humedad en el edificio,Sonidos inusuales cerca de paredes o equipos,2,Pest Management,Identification,"Los excrementos, las marcas de mordidas y los materiales de nidificación son las señales físicas tempranas más comunes de actividad de plagas e indican una infestación que requiere acción inmediata.",0,2
121,6-501.112,¿Qué debe hacer si se descubren plagas en el establecimiento?,Contactar a un operador de control de plagas con licencia,Cerrar la operación completamente de inmediato,Colocar trampas usted mismo con productos de tienda,Aumentar la frecuencia de limpieza y monitorear la situación,1,Pest Management,Response,Un operador de control de plagas con licencia tiene la capacitación y los productos químicos aprobados para abordar las infestaciones de manera segura y efectiva en un ambiente de servicio de alimentos.,0,2
122,2-102.11,¿Cuál es la responsabilidad de un gerente respecto al reporte de enfermedades de los manipuladores de alimentos?,Monitorear a los empleados y reevaluar los síntomas después de una hora,Permitir que los empleados enfermos trabajen con guantes si los síntomas son leves,Dejar que los empleados decidan si sus síntomas requieren reporte,Establecer procedimientos claros de reporte y tomar acción cuando se reportan síntomas,4,Food Safety Management,Systems,"Los gerentes son responsables de crear y hacer cumplir las políticas de reporte de enfermedades y deben tomar las medidas apropiadas, como la exclusión, cuando el personal reporta síntomas.",0,3
123,2-103.11,¿Cuál es el papel continuo de un gerente en la capacitación en seguridad alimentaria?,Asegurar que todo el personal entienda y aplique consistentemente los procedimientos de seguridad alimentaria,Realizar una sesión de capacitación exhaustiva una vez al año,Administrar exámenes escritos y archivar los resultados,Proporcionar capacitación solo a los empleados recién contratados,1,Food Safety Management,Training,"Los gerentes deben asegurar que todo el personal entienda y aplique consistentemente los procedimientos de seguridad alimentaria. Esta es una responsabilidad continua, no limitada a la orientación de nuevos empleados.",0,2
124,2-103.11,¿Cuál es el propósito del control activo de gestión?,Identificar y prevenir proactivamente los riesgos de seguridad alimentaria antes de que ocurra una enfermedad,Reducir el tiempo dedicado a la capacitación en seguridad alimentaria,Responder rápida y efectivamente después de que ocurra una enfermedad transmitida por alimentos,Documentar el comportamiento de los empleados para evaluaciones de desempeño,1,Food Safety Management,Control,"El control activo de gestión significa identificar y abordar los riesgos de seguridad alimentaria antes de que causen enfermedades, en lugar de responder solo después de que ocurra un problema.",0,3
125,2-103.11,¿Qué es un punto crítico de control (CCP) en un sistema HACCP?,Una guía para las temperaturas de almacenamiento seguras,Una verificación de calidad opcional que puede omitirse cuando hay mucho trabajo,Un cronograma de limpieza usado durante las inspecciones,"Un paso en el proceso de manejo de alimentos donde un peligro puede prevenirse, eliminarse o reducirse a un nivel seguro",4,Food Safety Management,HACCP,"Un punto crítico de control es un paso específico en el manejo de alimentos donde un peligro de seguridad alimentaria puede prevenirse, eliminarse o reducirse a un nivel seguro.",0,2
126,3-401.14,¿Cuál es un ejemplo de adulteración de alimentos?,Sello protector faltante,Empaque aplastado,Empleados manejando alimentos sin guantes,Hamburguesas congeladas cocinadas en la parrilla,1,Time & Temperature,Thawing,Es aceptable descongelar alimentos como parte del proceso de cocción. Las hamburguesas congeladas cocinadas directamente en la parrilla pasan rápidamente por la zona de peligro.,1,2
127,2-901.11,Las superficies que mantienen su condición después del uso repetido se consideran ¿qué?,Costosas,Duraderas,Casi nuevas,Todo lo anterior,2,Food Safety Management,Food Defense,Un sello protector faltante es una señal clave de adulteración deliberada y debe tratarse como una preocupación de defensa alimentaria.,1,3
128,4-101.11,Un empleado no está seguro de cuándo limpiar los estantes del cuarto frío. ¿Qué debe hacer?,Preguntarle a un compañero,Solo limpiarlo,Ambas A y B,Consultar el cronograma maestro de limpieza,4,Facility & Equipment,Materials,Una superficie duradera resiste el desgaste y es más fácil de limpiar.,1,2
129,4-602.11,¿Qué debe hacer el gerente si siente que un producto entregado no fue presentado honestamente?,Asumir que está bien ya que fue entregado,Rechazarlo,Llamar a la FDA,Revisar el cronograma maestro de limpieza,2,Facility & Equipment,Cleaning Schedule,"Cuando hay dudas, es mejor rechazar el producto sospechoso.",1,3
130,3-601.12,Un empleado se puso guantes nuevos y fue al cuarto frío por más producto. ¿Necesita cambiarse los guantes antes de terminar la preparación?,No,Solo si los guantes se rompieron o ensuciaron,No,"Sí, cualquier tarea no relacionada con alimentos requiere cambiar los guantes antes de comenzar una tarea relacionada con alimentos",4,Receiving & Storage,Receiving,Los guantes deben cambiarse cada vez que puedan haber tocado superficies contaminadas como manijas de puertas.,1,2
131,3-304.15,A dos empleados les gusta fumar. ¿Dónde deben hacerlo?,En el área de fumar designada,Fuera de la vista de los clientes,A 100 pies del edificio,Donde no puedan ser vistos,1,Food Preparation,Contamination,Fumar solo está permitido en el área de fumar designada para evitar la contaminación de las manos y la ropa.,1,3
132,2-401.11,¿Qué es un plan de defensa alimentaria?,Un plan que evita que los empleados hagan cross-contamination,Un plan para mantener los alimentos a la temperatura correcta,Un plan que minimiza el riesgo de contaminación intencional,El documento de instrucciones que crea una cultura de seguridad alimentaria,3,Personal Hygiene,Smoking,Un plan de defensa alimentaria describe los pasos para prevenir la contaminación intencional desde la recepción hasta el servicio.,1,2
133,2-901.11,¿Cuándo deben presentarse los planes para una nueva ubicación ante la agencia correspondiente?,Dentro de los 30 días posteriores a la apertura,Después de ser inspeccionado por el departamento de salud,Antes del primer día de apertura,El plan maestro de capacitación para empleados de cocina,3,Food Safety Management,Food Defense,Los planes y especificaciones deben presentarse y aprobarse antes de la apertura para garantizar el cumplimiento.,1,3
134,8-302.11,¿Por qué usan los empleados protectores para el cabello?,Ayudan a mantener el cabello en su lugar,Son una barrera contra el cabello graso,Son parte del uniforme,La mayoría de las agencias dan una ventana de 60 días,4,Facility & Equipment,Plan Review,Los protectores para el cabello evitan que el cabello caiga en los alimentos o sobre las superficies de contacto con alimentos.,1,2
135,2-402.11,Cocinar arroz en este restaurante es esencial. Por lo tanto debe ¿qué?,Cocinarse a 135°F,Cocinarse menos pero con más frecuencia,Cocinarse en grandes cantidades,Descartarse cada 2 horas para que siempre haya producto fresco,1,Cross-Contamination,General,Los protectores para el cabello evitan que el cabello caiga en los alimentos o sobre las superficies de contacto con alimentos.,1,2
136,3-401.11,¿Cuál de estas tareas está aprobada por la seguridad alimentaria?,Agregar agua a un recipiente de productos químicos,Usar una cubeta de autobús para guardar platos sucios,Usar un cubo de sanitizante para contener desengrasante,Usar un hervidor doble para cocinar sopa,2,Food Preparation,Cooking,Los granos y verduras cocinados para mantenimiento en caliente deben alcanzar al menos 135°F.,1,3
137,3-401.11,¿Qué práctica reduce los patógenos en los alimentos?,Cocinar los alimentos a la temperatura correcta,Usar guantes,Almacenar los alimentos en recipientes herméticos,Sanitizar las manos en lugar de usar jabón,1,Time & Temperature,Cooking,Solo la cocción adecuada reduce los patógenos; los guantes y los recipientes evitan la contaminación pero no matan las bacterias.,1,2
138,5-501.13,¿Hay requisitos para un contenedor de basura exterior?,Solo necesitan tener la tapa cerrada,Deben estar limpios y libres de plagas,Deben ser amarillos con una puerta de acceso lateral,Mantenidos detrás de una reja,2,Facility & Equipment,Waste Management,"Los contenedores de basura deben ser duraderos, no absorbentes y tener tapas bien ajustadas. Deben mantenerse cubiertos cuando no se usen y colocarse sobre una superficie lisa no absorbente para prevenir el albergue de plagas.",1,2
139,3-801.11,"Un asilo de ancianos ordena sándwiches con atún, pan de trigo, brotes crudos y aderezo vinagreta. ¿Hay alguna preocupación?",El trigo es un alérgeno conocido,Las poblaciones susceptibles no deben servirse productos crudos,"La vinagreta tiene dos ingredientes principales, posiblemente uno podría ser un alérgeno",No hay preocupaciones,1,Food Preparation,High-Risk Populations,Los brotes crudos no deben servirse a grupos de alto riesgo porque frecuentemente están vinculados a enfermedades transmitidas por alimentos. El trigo es un alérgeno conocido y el aderezo también puede contener alérgenos.,1,2
140,3-602.11,¿Cuál no es un alérgeno alimentario principal?,Leche,Nueces de árbol,Tofu,Frijoles de soya,4,Cross-Contamination,Allergens,"El tofu no es uno de los nueve alérgenos principales. Los nueve alérgenos principales son: leche, huevos, pescado, mariscos, nueces de árbol, maní, trigo, soja y sésamo.",1,3
